Date,Bitcoin,^BSESN,^GSPC,^IXIC,^N225,^NSEI
2014-09-17,457.3340148925781,26631.2890625,2001.5699462890625,4562.18994140625,15888.669921875,7975.5
2014-09-18,424.44000244140625,27112.2109375,2011.3599853515625,4593.43017578125,16067.5703125,8114.75
2014-09-19,394.7959899902344,27090.419921875,2010.4000244140625,4579.7900390625,16321.169921875,8121.4501953125
2014-09-22,402.1520080566406,27206.740234375,1994.2900390625,4527.68994140625,16205.900390625,8146.2998046875
2014-09-24,423.2049865722656,26744.689453125,1998.300048828125,4555.22021484375,16167.4501953125,8002.39990234375
2014-09-25,411.5740051269531,26468.359375,1965.989990234375,4466.75,16374.1396484375,7911.85009765625
2014-09-26,404.42498779296875,26626.3203125,1982.8499755859375,4512.18994140625,16229.8603515625,7968.85009765625
2014-09-29,375.4670104980469,26597.109375,1977.800048828125,4505.85009765625,16310.6396484375,7958.89990234375
2014-09-30,386.9440002441406,26630.509765625,1972.2900390625,4493.39013671875,16173.51953125,7964.7998046875
2014-10-01,383.614990234375,26567.990234375,1946.1600341796875,4422.08984375,16082.25,7945.5498046875
2014-10-07,336.18701171875,26271.970703125,1935.0999755859375,4385.2001953125,15783.830078125,7852.39990234375
2014-10-08,352.94000244140625,26246.7890625,1968.8900146484375,4468.58984375,15595.98046875,7842.7001953125
2014-10-09,365.0260009765625,26637.279296875,1928.2099609375,4378.33984375,15478.9296875,7960.5498046875
2014-10-10,361.56201171875,26297.380859375,1906.1300048828125,4276.240234375,15300.5498046875,7859.9501953125
2014-10-14,400.8699951171875,26349.330078125,1877.699951171875,4227.169921875,14936.509765625,7864.0
2014-10-16,382.5559997558594,25999.33984375,1862.760009765625,4217.39013671875,14738.3798828125,7748.2001953125
2014-10-17,383.75799560546875,26108.529296875,1886.760009765625,4258.43994140625,14532.509765625,7779.7001953125
2014-10-20,382.8450012207031,26429.849609375,1904.010009765625,4316.06982421875,15111.23046875,7879.39990234375
2014-10-21,386.4750061035156,26575.650390625,1941.280029296875,4419.47998046875,14804.2802734375,7927.75
2014-10-22,383.1579895019531,26787.23046875,1927.1099853515625,4382.85009765625,15195.76953125,7995.89990234375
2014-10-27,352.989013671875,26752.900390625,1961.6300048828125,4485.93017578125,15388.7197265625,7991.7001953125
2014-10-28,357.6180114746094,26880.8203125,1985.050048828125,4564.2900390625,15329.91015625,8027.60009765625
2014-10-29,335.59100341796875,27098.169921875,1982.300048828125,4549.22998046875,15553.91015625,8090.4501953125
2014-10-30,345.30499267578125,27346.330078125,1994.6500244140625,4566.14013671875,15658.2001953125,8169.2001953125
2014-10-31,338.3210144042969,27865.830078125,2018.050048828125,4630.740234375,16413.759765625,8322.2001953125
2014-11-05,339.4859924316406,27915.880859375,2023.5699462890625,4620.72021484375,16937.3203125,8338.2998046875
2014-11-07,342.4150085449219,27868.630859375,2031.9200439453125,4632.52978515625,16880.380859375,8337.0
2014-11-10,366.92401123046875,27874.73046875,2038.260009765625,4651.6201171875,16780.529296875,8344.25
2014-11-11,367.69500732421875,27910.060546875,2039.6800537109375,4660.56005859375,17124.109375,8362.650390625
2014-11-12,423.5610046386719,28008.900390625,2038.25,4675.14013671875,17197.05078125,8383.2998046875
2014-11-13,420.7349853515625,27940.640625,2039.3299560546875,4680.14013671875,17392.7890625,8357.849609375
2014-11-14,397.8179931640625,28046.66015625,2039.8199462890625,4688.5400390625,17490.830078125,8389.900390625
2014-11-17,387.4079895019531,28177.880859375,2041.3199462890625,4671.0,16973.80078125,8430.75
2014-11-18,375.197998046875,28163.2890625,2051.800048828125,4702.43994140625,17344.060546875,8425.900390625
2014-11-19,380.55499267578125,28032.849609375,2048.719970703125,4675.7099609375,17288.75,8382.2998046875
2014-11-20,357.8399963378906,28067.560546875,2052.75,4701.8701171875,17300.859375,8401.900390625
2014-11-21,350.8479919433594,28334.630859375,2063.5,4712.97021484375,17357.509765625,8477.349609375
2014-11-25,375.3479919433594,28338.05078125,2067.030029296875,4758.25,17407.619140625,8463.099609375
2014-11-26,368.3699951171875,28386.189453125,2072.830078125,4787.31982421875,17383.580078125,8475.75
